snapshot_year,preseason_for,rank,source_rank_raw,association,association_code,window_s1,window_s2,window_s3,window_s4,window_s5,coefficient_5y,participating_teams_last_year,source,source_ref
2023,2023/24,41,41,Bosnia-Herzegovina,BIH,2,1.5,2.625,1.625,2,9.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,42,42,Luxembourg,LUX,2.625,3,1,1.25,1.125,9,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,43,43,Faroe Islands,FRO,1.125,1.125,2.75,1.5,2.25,8.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,44,44,Northern Ireland,NIR,0.5,2.375,2.833,1.625,1.25,8.583,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,45,45,Malta,MLT,1.5,0.75,1.5,1.875,2.625,8.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,46,46,Georgia,GEO,1.625,2.25,1.75,1.25,1.125,8,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,47,47,Estonia,EST,0.5,0.875,1.375,3.666,1.166,7.582,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,48,48,Iceland,ISL,1.5,0.625,0.625,1.5,3,7.25,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,49,49,Albania,ALB,1,0.75,2,1.625,0.875,6.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,50,50,Wales,WAL,1,1,1.5,1.5,1.166,6.166,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,51,51,Gibraltar,GIB,1,1,1.666,1.25,0.875,5.791,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,52,52,North Macedonia,MKD,1,0.5,1.75,0.625,1.625,5.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,53,53,Andorra,AND,0.833,1.5,0.666,1.5,0.666,5.165,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,54,54,Montenegro,MNE,0.375,1,1.625,0.75,1,4.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2023,2023/24,55,55,San Marino,SMR,0.5,0,0.5,0.166,0.833,1.999,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2023.html
2024,2024/25,1,1,England,ENG,18.571,24.357,21,23,17.375,104.303,8,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,2,2,Italy,ITA,14.928,16.285,15.714,22.357,21,90.284,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,3,3,Spain,ESP,18.928,19.5,18.428,16.571,16.062,89.489,8,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,4,4,Germany,GER,18.714,15.214,16.214,17.125,19.357,86.624,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,5,5,France,FRA,11.666,7.916,18.416,12.583,16.25,66.831,6,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,6,6,Netherlands,NED,9.4,9.2,19.2,13.5,10,61.3,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,7,7,Portugal,POR,10.3,9.6,12.916,12.5,11,56.316,6,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,8,8,Belgium,BEL,7.6,6,6.6,14.2,14.4,48.8,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,9,9,Türkiye,TUR,5,3.1,6.7,11.8,12,38.6,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,10,10,Czechia,CZE,2.5,6.6,6.7,6.75,13.5,36.05,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,10,11,Scotland,SCO,9.75,8.5,7.9,3.5,6.4,36.05,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,12,12,Switzerland,SUI,6.4,5.125,7.75,8.5,5.2,32.975,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,13,13,Austria,AUT,5.8,6.7,10.4,4.9,4.8,32.6,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,14,14,Norway,NOR,3.75,6.5,7.625,5.75,8,31.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,15,15,Greece,GRE,4.9,5.1,8,2.125,11.4,31.525,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,16,16,Denmark,DEN,5.125,4.125,7.8,5.9,8.5,31.45,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,17,17,Israel,ISR,2.375,7,6.75,6.25,8.75,31.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,18,18,Ukraine,UKR,7.2,6.8,4.2,5.7,4.1,28,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,19,19,Serbia,SRB,6,5.5,9.5,5.375,1.4,27.775,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,20,20,Croatia,CRO,4.375,5.9,6,3.375,5.875,25.525,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,21,21,Poland,POL,2.125,4,4.625,7.75,6.875,25.375,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,22,22,Russia,RUS,4.666,4.333,5.3,4.333,4.333,22.965,0,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,23,23,Cyprus,CYP,5.125,4,4.125,5.1,3.75,22.1,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,24,24,Hungary,HUN,4.5,4.25,2.75,5.875,4.5,21.875,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,25,25,Sweden,SWE,5.75,2.5,5.125,6.25,1.875,21.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,26,26,Romania,ROU,5.875,3.75,2.25,6.25,3.25,21.375,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,27,27,Bulgaria,BUL,4.125,4,3.375,4.5,4.375,20.375,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,28,28,Azerbaijan,AZE,3.375,2.5,4.375,4,5.875,20.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,29,29,Slovakia,SVK,3,1.5,4.125,6,5,19.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,30,30,Slovenia,SVN,2,2.25,3,2.125,3.875,13.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,31,31,Moldova,MDA,0.75,1.375,5.25,3.75,2,13.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,32,32,Kosovo,KOS,1.5,1.833,2.333,2.875,3,11.541,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,33,33,Kazakhstan,KAZ,3.375,1,2.875,1.125,3.125,11.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,34,34,Finland,FIN,1.625,1.375,3.75,2.625,1.75,11.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,35,35,Ireland,IRL,1.25,1.875,2.875,3.375,1.5,10.875,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,36,36,Armenia,ARM,2.75,1.375,1.875,2.375,2.25,10.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,36,37,Latvia,LVA,2.25,1.375,2.625,2.75,1.625,10.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,38,38,Faroe Islands,FRO,1.125,2.75,1.5,2.25,2.75,10.375,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,39,39,Bosnia-Herzegovina,BIH,1.5,2.625,1.625,2,2.25,10,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,39,40,Liechtenstein,LIE,2.5,0.5,0,6.5,0.5,10,1,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,41,41,Iceland,ISL,0.625,0.625,1.5,3,3.833,9.583,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,42,42,Northern Ireland,NIR,2.375,2.833,1.625,1.25,1.125,9.208,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,43,43,Luxembourg,LUX,3,1,1.25,1.125,2.25,8.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,44,44,Lithuania,LTU,1.625,1.625,1.75,2.375,1.125,8.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,45,45,Malta,MLT,0.75,1.5,1.875,2.625,1.5,8.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,46,46,Georgia,GEO,2.25,1.75,1.25,1.125,1.25,7.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,47,47,Albania,ALB,0.75,2,1.625,0.875,2.125,7.375,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,48,48,Estonia,EST,0.875,1.375,3.666,1.166,0.125,7.207,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,49,49,Belarus,BLR,2.5,1.5,0.25,0.625,1.75,6.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,50,50,North Macedonia,MKD,0.5,1.75,0.625,1.625,1.5,6,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,51,51,Andorra,AND,1.5,0.666,1.5,0.666,1.666,5.998,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,52,52,Wales,WAL,1,1.5,1.5,1.166,0.625,5.791,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,53,53,Montenegro,MNE,1,1.625,0.75,1,1.333,5.708,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,54,54,Gibraltar,GIB,1,1.666,1.25,0.875,0.166,4.957,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2024,2024/25,55,55,San Marino,SMR,0,0.5,0.166,0.833,0.333,1.832,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2024.html
2025,2025/26,1,1,England,ENG,24.357,21,23,17.375,29.464,115.196,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,2,2,Italy,ITA,16.285,15.714,22.357,21,21.875,97.231,8,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,3,3,Spain,ESP,19.5,18.428,16.571,16.062,23.892,94.453,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,4,4,Germany,GER,15.214,16.214,17.125,19.357,18.421,86.331,8,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,5,5,France,FRA,7.916,18.416,12.583,16.25,17.928,73.093,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,6,6,Netherlands,NED,9.2,19.2,13.5,10,15.25,67.15,6,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,7,7,Portugal,POR,9.6,12.916,12.5,11,16.25,62.266,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,8,8,Belgium,BEL,6,6.6,14.2,14.4,15.65,56.85,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,9,9,Czechia,CZE,6.6,6.7,6.75,13.5,10.55,44.1,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,10,10,Türkiye,TUR,3.1,6.7,11.8,12,10.3,43.9,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,11,11,Norway,NOR,6.5,7.625,5.75,8,11.812,39.687,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,12,12,Greece,GRE,5.1,8,2.125,11.4,12.687,39.312,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,13,13,Austria,AUT,6.7,10.4,4.9,4.8,9.65,36.45,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,14,14,Scotland,SCO,8.5,7.9,3.5,6.4,9.25,35.55,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,15,15,Poland,POL,4,4.625,7.75,6.875,11.75,35,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,16,16,Denmark,DEN,4.125,7.8,5.9,8.5,7.656,33.981,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,17,17,Switzerland,SUI,5.125,7.75,8.5,5.2,7.05,33.625,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,18,18,Israel,ISR,7,6.75,6.25,8.75,2.875,31.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,19,19,Cyprus,CYP,4,4.125,5.1,3.75,10.562,27.537,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,20,20,Sweden,SWE,2.5,5.125,6.25,1.875,11.375,27.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,21,21,Croatia,CRO,5.9,6,3.375,5.875,5.875,27.025,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,22,22,Serbia,SRB,5.5,9.5,5.375,1.4,3.725,25.5,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,23,23,Ukraine,UKR,6.8,4.2,5.7,4.1,3.6,24.4,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,24,24,Hungary,HUN,4.25,2.75,5.875,4.5,6.625,24,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,25,25,Romania,ROU,3.75,2.25,6.25,3.25,7.75,23.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,26,26,Russia,RUS,4.333,5.3,4.333,4.333,4.333,22.632,0,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,27,27,Slovakia,SVK,1.5,4.125,6,5,4.625,21.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,28,28,Slovenia,SVN,2.25,3,2.125,3.875,9.093,20.343,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,29,29,Bulgaria,BUL,4,3.375,4.5,4.375,3.625,19.875,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,30,30,Azerbaijan,AZE,2.5,4.375,4,5.875,2.875,19.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,31,31,Ireland,IRL,1.875,2.875,3.375,1.5,5.343,14.968,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,32,32,Moldova,MDA,1.375,5.25,3.75,2,2.125,14.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,33,33,Iceland,ISL,0.625,1.5,3,3.833,4.562,13.52,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,34,34,Bosnia-Herzegovina,BIH,2.625,1.625,2,2.25,4.531,13.031,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,35,35,Armenia,ARM,1.375,1.875,2.375,2.25,4.375,12.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,35,36,Latvia,LVA,1.375,2.625,2.75,1.625,3.875,12.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,37,37,Kosovo,KOS,1.833,2.333,2.875,3,2,12.041,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,38,38,Finland,FIN,1.375,3.75,2.625,1.75,2.25,11.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,39,39,Kazakhstan,KAZ,1,2.875,1.125,3.125,3,11.125,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,40,40,Faroe Islands,FRO,2.75,1.5,2.25,2.75,1.5,10.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,41,41,Malta,MLT,1.5,1.875,2.625,1.5,1,8.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,42,42,Northern Ireland,NIR,2.833,1.625,1.25,1.125,1.5,8.333,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,43,43,Lithuania,LTU,1.625,1.75,2.375,1.125,1.375,8.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,44,44,Liechtenstein,LIE,0.5,0,6.5,0.5,0.5,8,1,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,45,45,Estonia,EST,1.375,3.666,1.166,0.125,1.625,7.957,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,46,46,Albania,ALB,2,1.625,0.875,2.125,1.25,7.875,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,47,47,Montenegro,MNE,1.625,0.75,1,1.333,2.5,7.208,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,48,48,Luxembourg,LUX,1,1.25,1.125,2.25,1.25,6.875,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,49,49,Wales,WAL,1.5,1.5,1.166,0.625,2,6.791,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,50,50,Georgia,GEO,1.75,1.25,1.125,1.25,1.25,6.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,51,51,North Macedonia,MKD,1.75,0.625,1.625,1.5,0.666,6.166,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,52,52,Belarus,BLR,1.5,0.25,0.625,1.75,1.875,6,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,53,53,Andorra,AND,0.666,1.5,0.666,1.666,1,5.498,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,54,54,Gibraltar,GIB,1.666,1.25,0.875,0.166,1.5,5.457,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2025,2025/26,55,55,San Marino,SMR,0.5,0.166,0.833,0.333,0.666,2.498,3,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2025.html
2026,2026/27,1,1,England,ENG,21,23,17.375,29.464,28.68,119.519,9,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,2,2,Italy,ITA,15.714,22.357,21,21.875,19,99.946,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,3,3,Spain,ESP,18.428,16.571,16.062,23.892,22.093,97.046,8,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,4,4,Germany,GER,16.214,17.125,19.357,18.421,21.785,92.902,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,5,5,France,FRA,18.416,12.583,16.25,17.928,18.321,83.498,7,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,6,6,Portugal,POR,12.916,12.5,11,16.25,20.5,73.166,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,7,7,Netherlands,NED,19.2,13.5,10,15.25,9.979,67.929,6,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,8,8,Belgium,BEL,6.6,14.2,14.4,15.65,11.4,62.25,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,9,9,Türkiye,TUR,6.7,11.8,12,10.3,11.075,51.875,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,10,10,Czechia,CZE,6.7,6.75,13.5,10.55,11.025,48.525,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,11,11,Greece,GRE,8,2.125,11.4,12.687,14.2,48.412,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,12,12,Poland,POL,4.625,7.75,6.875,11.75,15.75,46.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,13,13,Denmark,DEN,7.8,5.9,8.5,7.656,12.25,42.106,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,14,14,Norway,NOR,7.625,5.75,8,11.812,8.05,41.237,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,15,15,Cyprus,CYP,4.125,5.1,3.75,10.562,12.156,35.693,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,16,16,Switzerland,SUI,7.75,8.5,5.2,7.05,6.2,34.7,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,17,17,Austria,AUT,10.4,4.9,4.8,9.65,4.1,33.85,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,18,18,Scotland,SCO,7.9,3.5,6.4,9.25,5,32.05,5,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,19,19,Sweden,SWE,5.125,6.25,1.875,11.375,5,29.625,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,20,20,Croatia,CRO,6,3.375,5.875,5.875,7.031,28.156,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,21,21,Israel,ISR,6.75,6.25,8.75,2.875,2.875,27.5,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,22,22,Hungary,HUN,2.75,5.875,4.5,6.625,7.437,27.187,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,23,23,Ukraine,UKR,4.2,5.7,4.1,3.6,8.312,25.912,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,24,24,Serbia,SRB,9.5,5.375,1.4,3.725,5.75,25.75,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,25,25,Romania,ROU,2.25,6.25,3.25,7.75,5.75,25.25,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
2026,2026/27,26,26,Slovenia,SVN,3,2.125,3.875,9.093,6.375,24.468,4,Kassiesa / public UEFA association coefficient tables,https://kassiesa.net/uefa/data/method5/crank2026.html
